title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
Children of the Sea,Movie,2019,,112,Family,['JP'],,tt9850064,6.5,2622.0
The Confession Killer,TV Show,2019,TV-14,48,Crime,['US'],1.0,tt11307176,7.4,8733.0
The Confession Killer,TV Show,2019,TV-14,48,Documentation,['US'],1.0,tt11307176,7.4,8733.0
Horse Girl,Movie,2020,R,104,Drama,['US'],,,,
The Game Changers,Movie,2019,,88,Documentation,['US'],,tt7455754,7.8,19708.0
Traitors,TV Show,2019,TV-MA,50,War,['GB'],1.0,tt7371896,6.6,3020.0
Traitors,TV Show,2019,TV-MA,50,Thriller,['GB'],1.0,tt7371896,6.6,3020.0
Valeria,TV Show,2020,TV-MA,41,Drama,['ES'],2.0,tt9731288,6.5,5510.0
Valeria,TV Show,2020,TV-MA,41,Comedy,['ES'],2.0,tt9731288,6.5,5510.0
Valeria,TV Show,2020,TV-MA,41,Romance,['ES'],2.0,tt9731288,6.5,5510.0
Tidying Up with Marie Kondo,TV Show,2019,TV-PG,34,Reality,['US'],1.0,tt8115560,6.6,3529.0
Concrete Cowboy,Movie,2020,R,111,Western,"['US', 'GB']",,tt8846176,6.3,8517.0
Concrete Cowboy,Movie,2020,R,111,Drama,"['US', 'GB']",,tt8846176,6.3,8517.0
The Boss Baby: Get That Baby!,Movie,2020,,24,Animation,['US'],,,,
Aunty Donna's Big Ol House of Fun,TV Show,2020,TV-MA,20,Comedy,['AU'],1.0,tt13316746,8.0,6140.0
Tales of the City,TV Show,2019,TV-MA,56,Drama,['US'],1.0,tt7087260,7.4,7715.0
Charlie Says,Movie,2019,R,104,Crime,['US'],,tt1759744,5.9,4256.0
Charlie Says,Movie,2019,R,104,Drama,['US'],,tt1759744,5.9,4256.0
Charlie Says,Movie,2019,R,104,Documentation,['US'],,tt1759744,5.9,4256.0
Mike Birbiglia: The New One,Movie,2019,,85,Comedy,[],,tt11163014,7.7,1815.0
Historical Roasts,TV Show,2019,TV-MA,29,Comedy,['US'],1.0,tt9169602,5.3,1675.0
1BR,Movie,2019,,90,Horror,['US'],,tt7541106,5.8,11983.0
1BR,Movie,2019,,90,Thriller,['US'],,tt7541106,5.8,11983.0
1BR,Movie,2019,,90,Drama,['US'],,tt7541106,5.8,11983.0
Bill Burr: Paper Tiger,Movie,2019,,67,Comedy,"['GB', 'US']",,tt10847306,8.1,10649.0
La Révolution,TV Show,2020,TV-MA,46,Drama,['FR'],1.0,tt13044528,6.6,5512.0
La Révolution,TV Show,2020,TV-MA,46,Fantasy,['FR'],1.0,tt13044528,6.6,5512.0
La Révolution,TV Show,2020,TV-MA,46,Thriller,['FR'],1.0,tt13044528,6.6,5512.0
La Révolution,TV Show,2020,TV-MA,46,Action,['FR'],1.0,tt13044528,6.6,5512.0
The Silence of Others,Movie,2019,,95,Documentation,"['FR', 'ES', 'US', 'CA']",,tt8099236,8.0,2048.0
The Silence of Others,Movie,2019,,95,History,"['FR', 'ES', 'US', 'CA']",,tt8099236,8.0,2048.0
The Silence of Others,Movie,2019,,95,European,"['FR', 'ES', 'US', 'CA']",,tt8099236,8.0,2048.0
Nobody Sleeps in the Woods Tonight,Movie,2020,,102,Thriller,['PL'],,tt11240506,4.9,11304.0
Nobody Sleeps in the Woods Tonight,Movie,2020,,102,Drama,['PL'],,tt11240506,4.9,11304.0
Nobody Sleeps in the Woods Tonight,Movie,2020,,102,Fantasy,['PL'],,tt11240506,4.9,11304.0
Nobody Sleeps in the Woods Tonight,Movie,2020,,102,Horror,['PL'],,tt11240506,4.9,11304.0
Nobody Sleeps in the Woods Tonight,Movie,2020,,102,Romance,['PL'],,tt11240506,4.9,11304.0
Nobody Sleeps in the Woods Tonight,Movie,2020,,102,European,['PL'],,tt11240506,4.9,11304.0
Challenger: The Final Flight,TV Show,2020,TV-14,45,Documentation,['US'],1.0,tt12930534,7.8,6778.0
Challenger: The Final Flight,TV Show,2020,TV-14,45,History,['US'],1.0,tt12930534,7.8,6778.0
Calm with Horses,Movie,2020,,100,Drama,"['IE', 'GB']",,tt4460792,6.8,5396.0
Calm with Horses,Movie,2020,,100,Crime,"['IE', 'GB']",,tt4460792,6.8,5396.0
A Whisker Away,Movie,2020,,104,Fantasy,['JP'],,tt11958344,6.7,9353.0
A Whisker Away,Movie,2020,,104,Drama,['JP'],,tt11958344,6.7,9353.0
A Whisker Away,Movie,2020,,104,Family,['JP'],,tt11958344,6.7,9353.0
A Whisker Away,Movie,2020,,104,Romance,['JP'],,tt11958344,6.7,9353.0
A Whisker Away,Movie,2020,,104,Animation,['JP'],,tt11958344,6.7,9353.0
Lost Girls,Movie,2020,R,95,Thriller,['US'],,tt3111426,6.1,21040.0
Lost Girls,Movie,2020,R,95,Crime,['US'],,tt3111426,6.1,21040.0
Lost Girls,Movie,2020,R,95,Drama,['US'],,tt3111426,6.1,21040.0
We Can Be Heroes,Movie,2020,PG,97,Fantasy,['US'],,tt10600398,4.7,14401.0
We Can Be Heroes,Movie,2020,PG,97,Comedy,['US'],,tt10600398,4.7,14401.0
We Can Be Heroes,Movie,2020,PG,97,Family,['US'],,tt10600398,4.7,14401.0
We Can Be Heroes,Movie,2020,PG,97,Action,['US'],,tt10600398,4.7,14401.0
We Can Be Heroes,Movie,2020,PG,97,Drama,['US'],,tt10600398,4.7,14401.0
Grand Army,TV Show,2020,TV-MA,52,Drama,['US'],1.0,tt10473150,7.5,6279.0
Tell Me Who I Am,Movie,2019,,85,Thriller,['GB'],,tt10915286,7.6,14215.0
Tell Me Who I Am,Movie,2019,,85,Drama,['GB'],,tt10915286,7.6,14215.0
Tell Me Who I Am,Movie,2019,,85,Documentation,['GB'],,tt10915286,7.6,14215.0
Violet Evergarden: The Movie,Movie,2020,PG,140,Fantasy,['JP'],,tt8652818,8.3,5631.0
Violet Evergarden: The Movie,Movie,2020,PG,140,Romance,['JP'],,tt8652818,8.3,5631.0
Violet Evergarden: The Movie,Movie,2020,PG,140,Animation,['JP'],,tt8652818,8.3,5631.0
Violet Evergarden: The Movie,Movie,2020,PG,140,Drama,['JP'],,tt8652818,8.3,5631.0
The I-Land,TV Show,2019,TV-MA,40,Drama,['US'],1.0,tt9070436,4.6,16918.0
The I-Land,TV Show,2019,TV-MA,40,Scifi,['US'],1.0,tt9070436,4.6,16918.0
The I-Land,TV Show,2019,TV-MA,40,Reality,['US'],1.0,tt9070436,4.6,16918.0
Killer Inside: The Mind of Aaron Hernandez,TV Show,2020,TV-MA,67,Crime,['US'],1.0,tt11475228,7.4,16649.0
Killer Inside: The Mind of Aaron Hernandez,TV Show,2020,TV-MA,67,Documentation,['US'],1.0,tt11475228,7.4,16649.0
Killer Inside: The Mind of Aaron Hernandez,TV Show,2020,TV-MA,67,Sport,['US'],1.0,tt11475228,7.4,16649.0
Skylines,TV Show,2019,TV-MA,60,Drama,['DE'],1.0,tt9184970,7.5,2627.0
Skylines,TV Show,2019,TV-MA,60,Music,['DE'],1.0,tt9184970,7.5,2627.0
Skylines,TV Show,2019,TV-MA,60,Crime,['DE'],1.0,tt9184970,7.5,2627.0
Skylines,TV Show,2019,TV-MA,60,Documentation,['DE'],1.0,tt9184970,7.5,2627.0
Skylines,TV Show,2019,TV-MA,60,Reality,['DE'],1.0,tt9184970,7.5,2627.0
Paddleton,Movie,2019,R,89,Drama,['US'],,tt8041276,7.1,13419.0
Paddleton,Movie,2019,R,89,Comedy,['US'],,tt8041276,7.1,13419.0
Inside Bill's Brain: Decoding Bill Gates,TV Show,2019,TV-14,50,Documentation,['US'],1.0,tt10837476,7.9,10776.0
What Lies Below,Movie,2020,,87,Horror,['US'],,tt9264728,4.3,8125.0
What Lies Below,Movie,2020,,87,Thriller,['US'],,tt9264728,4.3,8125.0
What Lies Below,Movie,2020,,87,Scifi,['US'],,tt9264728,4.3,8125.0
Vampires vs. the Bronx,Movie,2020,PG-13,86,Comedy,['US'],,tt8976576,5.7,9627.0
Vampires vs. the Bronx,Movie,2020,PG-13,86,Horror,['US'],,tt8976576,5.7,9627.0
Song Exploder,TV Show,2020,TV-MA,27,Documentation,['US'],2.0,tt13110256,7.4,758.0
Song Exploder,TV Show,2020,TV-MA,27,Music,['US'],2.0,tt13110256,7.4,758.0
Chambers,TV Show,2019,TV-MA,44,Drama,['US'],1.0,tt7949204,6.4,8380.0
Chambers,TV Show,2019,TV-MA,44,Thriller,['US'],1.0,tt7949204,6.4,8380.0
Chambers,TV Show,2019,TV-MA,44,Fantasy,['US'],1.0,tt7949204,6.4,8380.0
Chambers,TV Show,2019,TV-MA,44,Horror,['US'],1.0,tt7949204,6.4,8380.0
"The Mind, Explained",TV Show,2019,TV-14,21,Documentation,['US'],2.0,tt10810430,8.0,5230.0
Transformers: War for Cybertron: Earthrise,TV Show,2020,TV-Y7,24,Action,['US'],1.0,,,
Transformers: War for Cybertron: Earthrise,TV Show,2020,TV-Y7,24,Scifi,['US'],1.0,,,
The Chef Show,TV Show,2019,TV-MA,26,Documentation,['US'],2.0,tt10359446,8.2,5025.0
The Stronghold,Movie,2020,,105,Action,['FR'],,tt10404944,6.9,9422.0
The Stronghold,Movie,2020,,105,Crime,['FR'],,tt10404944,6.9,9422.0
The Stronghold,Movie,2020,,105,Thriller,['FR'],,tt10404944,6.9,9422.0
The Stronghold,Movie,2020,,105,European,['FR'],,tt10404944,6.9,9422.0
Rise of Empires: Ottoman,TV Show,2020,,45,Documentation,['TR'],2.0,tt9244578,7.9,22045.0
Rise of Empires: Ottoman,TV Show,2020,,45,Drama,['TR'],2.0,tt9244578,7.9,22045.0
Rise of Empires: Ottoman,TV Show,2020,,45,History,['TR'],2.0,tt9244578,7.9,22045.0
Rise of Empires: Ottoman,TV Show,2020,,45,War,['TR'],2.0,tt9244578,7.9,22045.0
Rise of Empires: Ottoman,TV Show,2020,,45,Action,['TR'],2.0,tt9244578,7.9,22045.0
The Last Czars,TV Show,2019,TV-MA,45,Documentation,['GB'],1.0,tt7949606,7.3,8096.0
The Last Czars,TV Show,2019,TV-MA,45,Drama,['GB'],1.0,tt7949606,7.3,8096.0
The Last Czars,TV Show,2019,TV-MA,45,History,['GB'],1.0,tt7949606,7.3,8096.0
The Last Czars,TV Show,2019,TV-MA,45,Romance,['GB'],1.0,tt7949606,7.3,8096.0
The Last Czars,TV Show,2019,TV-MA,45,War,['GB'],1.0,tt7949606,7.3,8096.0
The Swarm,Movie,2020,,101,Horror,['FR'],,tt10675724,5.3,6710.0
The Swarm,Movie,2020,,101,Drama,['FR'],,tt10675724,5.3,6710.0
The Swarm,Movie,2020,,101,Fantasy,['FR'],,tt10675724,5.3,6710.0
The Swarm,Movie,2020,,101,European,['FR'],,tt10675724,5.3,6710.0
The Life Ahead,Movie,2020,PG-13,94,Drama,"['US', 'IT']",,tt10627584,6.8,14021.0
The Life Ahead,Movie,2020,PG-13,94,European,"['US', 'IT']",,tt10627584,6.8,14021.0
Darwin's Game,TV Show,2020,TV-14,23,Scifi,['JP'],1.0,tt11405390,7.3,2284.0
Darwin's Game,TV Show,2020,TV-14,23,Action,['JP'],1.0,tt11405390,7.3,2284.0
Darwin's Game,TV Show,2020,TV-14,23,Drama,['JP'],1.0,tt11405390,7.3,2284.0
Darwin's Game,TV Show,2020,TV-14,23,Animation,['JP'],1.0,tt11405390,7.3,2284.0
How to Sell Drugs Online (Fast),TV Show,2019,TV-MA,32,Drama,['DE'],3.0,tt9184994,7.9,30734.0
How to Sell Drugs Online (Fast),TV Show,2019,TV-MA,32,Comedy,['DE'],3.0,tt9184994,7.9,30734.0
How to Sell Drugs Online (Fast),TV Show,2019,TV-MA,32,Crime,['DE'],3.0,tt9184994,7.9,30734.0
How to Sell Drugs Online (Fast),TV Show,2019,TV-MA,32,Romance,['DE'],3.0,tt9184994,7.9,30734.0
The Kindness of Strangers,Movie,2019,,112,Drama,"['US', 'FR', 'SE', 'GB', 'DE', 'DK', 'CA']",,tt6515910,6.4,3515.0
The Kindness of Strangers,Movie,2019,,112,European,"['US', 'FR', 'SE', 'GB', 'DE', 'DK', 'CA']",,tt6515910,6.4,3515.0
Captain Underpants: Epic Choice-o-rama,Movie,2020,,37,Fantasy,['US'],,tt11604750,6.4,80.0
Captain Underpants: Epic Choice-o-rama,Movie,2020,,37,Comedy,['US'],,tt11604750,6.4,80.0
Captain Underpants: Epic Choice-o-rama,Movie,2020,,37,Family,['US'],,tt11604750,6.4,80.0
Captain Underpants: Epic Choice-o-rama,Movie,2020,,37,Scifi,['US'],,tt11604750,6.4,80.0
Captain Underpants: Epic Choice-o-rama,Movie,2020,,37,Animation,['US'],,tt11604750,6.4,80.0
Captain Underpants: Epic Choice-o-rama,Movie,2020,,37,Action,['US'],,tt11604750,6.4,80.0
Biohackers,TV Show,2020,TV-MA,42,Scifi,['DE'],2.0,tt9849210,6.8,9346.0
Biohackers,TV Show,2020,TV-MA,42,Thriller,['DE'],2.0,tt9849210,6.8,9346.0
Biohackers,TV Show,2020,TV-MA,42,Drama,['DE'],2.0,tt9849210,6.8,9346.0
The Gentlemen's League,TV Show,2019,TV-G,96,Reality,['KR'],2.0,,,
Sightless,Movie,2020,,89,Drama,['US'],,tt10303430,5.5,8113.0
Sightless,Movie,2020,,89,Thriller,['US'],,tt10303430,5.5,8113.0
Sightless,Movie,2020,,89,Horror,['US'],,tt10303430,5.5,8113.0
Words Bubble Up Like Soda Pop,Movie,2020,,87,Drama,['JP'],,,,
Project Power,Movie,2020,R,111,Action,['US'],,tt7550000,6.0,83973.0
Project Power,Movie,2020,R,111,Crime,['US'],,tt7550000,6.0,83973.0
Project Power,Movie,2020,R,111,Scifi,['US'],,tt7550000,6.0,83973.0
Project Power,Movie,2020,R,111,Thriller,['US'],,tt7550000,6.0,83973.0
Fear City: New York vs The Mafia,TV Show,2020,TV-MA,52,Crime,['US'],1.0,tt12588372,7.1,7215.0
Fear City: New York vs The Mafia,TV Show,2020,TV-MA,52,Documentation,['US'],1.0,tt12588372,7.1,7215.0
Gentefied,TV Show,2020,TV-MA,30,Comedy,['US'],2.0,tt10037034,7.3,2641.0
Gentefied,TV Show,2020,TV-MA,30,Drama,['US'],2.0,tt10037034,7.3,2641.0
Hotel Del Luna,TV Show,2019,TV-14,80,Action,['KR'],1.0,tt10220588,8.2,7832.0
Hotel Del Luna,TV Show,2019,TV-14,80,Comedy,['KR'],1.0,tt10220588,8.2,7832.0
Hotel Del Luna,TV Show,2019,TV-14,80,Drama,['KR'],1.0,tt10220588,8.2,7832.0
Hotel Del Luna,TV Show,2019,TV-14,80,Fantasy,['KR'],1.0,tt10220588,8.2,7832.0
Hotel Del Luna,TV Show,2019,TV-14,80,Horror,['KR'],1.0,tt10220588,8.2,7832.0
Hotel Del Luna,TV Show,2019,TV-14,80,Romance,['KR'],1.0,tt10220588,8.2,7832.0
Hotel Del Luna,TV Show,2019,TV-14,80,Scifi,['KR'],1.0,tt10220588,8.2,7832.0
The Baker and the Beauty,TV Show,2020,TV-14,44,Romance,['US'],1.0,tt9164986,7.5,4160.0
The Baker and the Beauty,TV Show,2020,TV-14,44,Comedy,['US'],1.0,tt9164986,7.5,4160.0
The Baker and the Beauty,TV Show,2020,TV-14,44,Drama,['US'],1.0,tt9164986,7.5,4160.0
Her Private Life,TV Show,2019,TV-14,74,Drama,['KR'],2.0,tt9899340,7.7,3665.0
Her Private Life,TV Show,2019,TV-14,74,Comedy,['KR'],2.0,tt9899340,7.7,3665.0
Her Private Life,TV Show,2019,TV-14,74,Romance,['KR'],2.0,tt9899340,7.7,3665.0
Rim of the World,Movie,2019,PG,99,Comedy,['US'],,tt8179388,5.2,23651.0
Rim of the World,Movie,2019,PG,99,Scifi,['US'],,tt8179388,5.2,23651.0
Rim of the World,Movie,2019,PG,99,Action,['US'],,tt8179388,5.2,23651.0
Control Z,TV Show,2020,TV-MA,36,Drama,['MX'],2.0,tt11937662,6.9,8235.0
Control Z,TV Show,2020,TV-MA,36,Thriller,['MX'],2.0,tt11937662,6.9,8235.0
Power Rangers Beast Morphers,TV Show,2019,TV-Y7,23,Animation,['ES'],2.0,tt8022978,6.5,585.0
Power Rangers Beast Morphers,TV Show,2019,TV-Y7,23,Scifi,['ES'],2.0,tt8022978,6.5,585.0
Power Rangers Beast Morphers,TV Show,2019,TV-Y7,23,Action,['ES'],2.0,tt8022978,6.5,585.0
Power Rangers Beast Morphers,TV Show,2019,TV-Y7,23,Comedy,['ES'],2.0,tt8022978,6.5,585.0
Power Rangers Beast Morphers,TV Show,2019,TV-Y7,23,Drama,['ES'],2.0,tt8022978,6.5,585.0
Power Rangers Beast Morphers,TV Show,2019,TV-Y7,23,Fantasy,['ES'],2.0,tt8022978,6.5,585.0
Power Rangers Beast Morphers,TV Show,2019,TV-Y7,23,Thriller,['ES'],2.0,tt8022978,6.5,585.0
Death of Me,Movie,2020,R,95,Horror,"['TH', 'US']",,tt1830643,4.4,6041.0
Death of Me,Movie,2020,R,95,Thriller,"['TH', 'US']",,tt1830643,4.4,6041.0
Capitani,TV Show,2019,TV-MA,28,Thriller,['LU'],2.0,tt10483610,6.6,4355.0
Capitani,TV Show,2019,TV-MA,28,Crime,['LU'],2.0,tt10483610,6.6,4355.0
Capitani,TV Show,2019,TV-MA,28,Drama,['LU'],2.0,tt10483610,6.6,4355.0
A Fall from Grace,Movie,2020,,120,Fantasy,['US'],,tt11390036,5.8,15029.0
A Fall from Grace,Movie,2020,,120,Thriller,['US'],,tt11390036,5.8,15029.0
A Fall from Grace,Movie,2020,,120,Drama,['US'],,tt11390036,5.8,15029.0
The Best of Enemies,Movie,2019,PG-13,133,Drama,['US'],,tt4807408,7.3,16441.0
The Best of Enemies,Movie,2019,PG-13,133,History,['US'],,tt4807408,7.3,16441.0
Home for Christmas,TV Show,2019,TV-MA,29,Comedy,['NO'],2.0,tt10069398,7.7,13670.0
Home for Christmas,TV Show,2019,TV-MA,29,Drama,['NO'],2.0,tt10069398,7.7,13670.0
Home for Christmas,TV Show,2019,TV-MA,29,Romance,['NO'],2.0,tt10069398,7.7,13670.0
Quicksand,TV Show,2019,TV-MA,46,Drama,['SE'],1.0,tt8686106,7.5,21077.0
Quicksand,TV Show,2019,TV-MA,46,Crime,['SE'],1.0,tt8686106,7.5,21077.0
Quicksand,TV Show,2019,TV-MA,46,Thriller,['SE'],1.0,tt8686106,7.5,21077.0
"Sex, Explained",TV Show,2020,TV-MA,22,Documentation,['US'],1.0,tt11390530,6.9,3177.0
Hubie Halloween,Movie,2020,PG-13,103,Thriller,['US'],,tt10682266,5.2,47588.0
Hubie Halloween,Movie,2020,PG-13,103,Horror,['US'],,tt10682266,5.2,47588.0
Hubie Halloween,Movie,2020,PG-13,103,Fantasy,['US'],,tt10682266,5.2,47588.0
Hubie Halloween,Movie,2020,PG-13,103,Comedy,['US'],,tt10682266,5.2,47588.0
Rainbow High,TV Show,2020,TV-Y,6,Comedy,['US'],3.0,tt13488080,6.4,116.0
Rainbow High,TV Show,2020,TV-Y,6,Family,['US'],3.0,tt13488080,6.4,116.0
Rainbow High,TV Show,2020,TV-Y,6,Animation,['US'],3.0,tt13488080,6.4,116.0
Secret Obsession,Movie,2019,,97,Thriller,['US'],,tt9419834,4.4,21011.0
Secret Obsession,Movie,2019,,97,Drama,['US'],,tt9419834,4.4,21011.0
Ju-On: Origins,TV Show,2020,TV-MA,29,Thriller,['JP'],1.0,tt12313914,6.1,4467.0
Ju-On: Origins,TV Show,2020,TV-MA,29,Drama,['JP'],1.0,tt12313914,6.1,4467.0
Ju-On: Origins,TV Show,2020,TV-MA,29,Horror,['JP'],1.0,tt12313914,6.1,4467.0
Ala Vaikunthapurramuloo,Movie,2020,PG-13,165,Drama,['IN'],,tt9537292,7.5,14839.0
Ala Vaikunthapurramuloo,Movie,2020,PG-13,165,Action,['IN'],,tt9537292,7.5,14839.0
Ala Vaikunthapurramuloo,Movie,2020,PG-13,165,Comedy,['IN'],,tt9537292,7.5,14839.0
Anima,Movie,2019,,15,Music,"['CZ', 'FR', 'GB']",,tt10516984,,
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Movie,2020,PG-13,80,Comedy,['US'],,tt10324166,7.0,5211.0
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Movie,2020,PG-13,80,Romance,['US'],,tt10324166,7.0,5211.0
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Movie,2020,PG-13,80,Scifi,['US'],,tt10324166,7.0,5211.0
Cadaver,Movie,2020,,86,Thriller,"['NO', 'FI']",,tt11284280,5.1,9608.0
Cadaver,Movie,2020,,86,Horror,"['NO', 'FI']",,tt11284280,5.1,9608.0
Cadaver,Movie,2020,,86,Drama,"['NO', 'FI']",,tt11284280,5.1,9608.0
The Paramedic,Movie,2020,,94,Thriller,['ES'],,tt11127690,5.7,12092.0
The Paramedic,Movie,2020,,94,Action,['ES'],,tt11127690,5.7,12092.0
The Paramedic,Movie,2020,,94,Crime,['ES'],,tt11127690,5.7,12092.0
The Paramedic,Movie,2020,,94,Drama,['ES'],,tt11127690,5.7,12092.0
Special,TV Show,2019,TV-MA,26,Comedy,['US'],2.0,tt9381622,7.6,9202.0
Special,TV Show,2019,TV-MA,26,Drama,['US'],2.0,tt9381622,7.6,9202.0
Exhibit A,TV Show,2019,TV-14,36,Crime,['US'],1.0,tt10376904,6.3,1030.0
Exhibit A,TV Show,2019,TV-14,36,Family,['US'],1.0,tt10376904,6.3,1030.0
Exhibit A,TV Show,2019,TV-14,36,Documentation,['US'],1.0,tt10376904,6.3,1030.0
Itaewon Class,TV Show,2020,TV-MA,69,Drama,['KR'],1.0,tt11239552,8.2,12030.0
Itaewon Class,TV Show,2020,TV-MA,69,Romance,['KR'],1.0,tt11239552,8.2,12030.0
See You Yesterday,Movie,2019,,87,Drama,['US'],,tt8743064,5.2,10663.0
See You Yesterday,Movie,2019,,87,Action,['US'],,tt8743064,5.2,10663.0
See You Yesterday,Movie,2019,,87,Crime,['US'],,tt8743064,5.2,10663.0
See You Yesterday,Movie,2019,,87,Scifi,['US'],,tt8743064,5.2,10663.0
See You Yesterday,Movie,2019,,87,Thriller,['US'],,tt8743064,5.2,10663.0
Turn Up Charlie,TV Show,2019,TV-MA,26,Drama,['GB'],1.0,tt8304498,7.1,7251.0
Turn Up Charlie,TV Show,2019,TV-MA,26,Comedy,['GB'],1.0,tt8304498,7.1,7251.0
Turn Up Charlie,TV Show,2019,TV-MA,26,Music,['GB'],1.0,tt8304498,7.1,7251.0
The Disappearance of Madeleine McCann,TV Show,2019,TV-14,59,Crime,['GB'],1.0,tt9879074,6.6,10286.0
The Disappearance of Madeleine McCann,TV Show,2019,TV-14,59,Documentation,['GB'],1.0,tt9879074,6.6,10286.0
Floor is Lava,TV Show,2020,TV-Y7,30,Reality,['US'],2.0,tt12370124,5.3,2135.0
Ride Like a Girl,Movie,2019,PG,98,Drama,['AU'],,tt7600382,7.0,3865.0
Ride Like a Girl,Movie,2019,PG,98,Sport,['AU'],,tt7600382,7.0,3865.0
Miss Americana,Movie,2020,R,85,Documentation,['US'],,tt11388580,7.4,19151.0
Miss Americana,Movie,2020,R,85,Music,['US'],,tt11388580,7.4,19151.0
Dave Chappelle: Sticks & Stones,Movie,2019,R,65,Comedy,['US'],,tt10810424,8.4,25687.0
Transformers: War for Cybertron: Siege,TV Show,2020,TV-14,13,Scifi,['US'],3.0,,,
The Babysitter: Killer Queen,Movie,2020,R,142,Horror,['US'],,tt11024272,5.8,37462.0
The Babysitter: Killer Queen,Movie,2020,R,142,Comedy,['US'],,tt11024272,5.8,37462.0
To All the Boys: P.S. I Still Love You,Movie,2020,PG-13,102,Romance,['US'],,tt9354842,6.0,37072.0
To All the Boys: P.S. I Still Love You,Movie,2020,PG-13,102,Comedy,['US'],,tt9354842,6.0,37072.0
To All the Boys: P.S. I Still Love You,Movie,2020,PG-13,102,Drama,['US'],,tt9354842,6.0,37072.0
The Forty-Year-Old Version,Movie,2020,R,123,Comedy,['US'],,tt10642834,7.2,4940.0
The Forty-Year-Old Version,Movie,2020,R,123,Drama,['US'],,tt10642834,7.2,4940.0
Detention,TV Show,2020,TV-MA,49,Drama,['TW'],1.0,tt13175760,6.3,496.0
Detention,TV Show,2020,TV-MA,49,Horror,['TW'],1.0,tt13175760,6.3,496.0
Detention,TV Show,2020,TV-MA,49,Thriller,['TW'],1.0,tt13175760,6.3,496.0
Triple Threat,Movie,2019,R,96,Thriller,"['US', 'CN', 'TH']",,tt6644602,5.6,11115.0
Triple Threat,Movie,2019,R,96,Action,"['US', 'CN', 'TH']",,tt6644602,5.6,11115.0
The Willoughbys,Movie,2020,PG,92,Comedy,['CA'],,tt5206260,6.3,17878.0
The Willoughbys,Movie,2020,PG,92,Animation,['CA'],,tt5206260,6.3,17878.0
The Willoughbys,Movie,2020,PG,92,Drama,['CA'],,tt5206260,6.3,17878.0
The Willoughbys,Movie,2020,PG,92,Family,['CA'],,tt5206260,6.3,17878.0
The Willoughbys,Movie,2020,PG,92,Fantasy,['CA'],,tt5206260,6.3,17878.0
Kengan Ashura,TV Show,2019,TV-MA,24,Animation,['JP'],2.0,tt9058134,8.0,4719.0
Kengan Ashura,TV Show,2019,TV-MA,24,Action,['JP'],2.0,tt9058134,8.0,4719.0
Kengan Ashura,TV Show,2019,TV-MA,24,Sport,['JP'],2.0,tt9058134,8.0,4719.0
Me Against You: Mr. S's Vendetta,Movie,2020,,64,Comedy,['IT'],,tt11559652,1.7,362.0
Me Against You: Mr. S's Vendetta,Movie,2020,,64,Family,['IT'],,tt11559652,1.7,362.0
Me Against You: Mr. S's Vendetta,Movie,2020,,64,European,['IT'],,tt11559652,1.7,362.0
Abyss,TV Show,2019,TV-14,61,Scifi,['KR'],1.0,tt10055734,7.1,2131.0
Abyss,TV Show,2019,TV-14,61,Crime,['KR'],1.0,tt10055734,7.1,2131.0
Abyss,TV Show,2019,TV-14,61,Fantasy,['KR'],1.0,tt10055734,7.1,2131.0
Abyss,TV Show,2019,TV-14,61,Romance,['KR'],1.0,tt10055734,7.1,2131.0
Abyss,TV Show,2019,TV-14,61,Comedy,['KR'],1.0,tt10055734,7.1,2131.0
Miles Davis: Birth of the Cool,Movie,2019,,115,Documentation,['US'],,tt9358200,7.4,1771.0
Miles Davis: Birth of the Cool,Movie,2019,,115,Music,['US'],,tt9358200,7.4,1771.0
Tall Girl,Movie,2019,PG,101,Comedy,['US'],,tt9252508,5.2,23071.0
Tall Girl,Movie,2019,PG,101,Drama,['US'],,tt9252508,5.2,23071.0
Tall Girl,Movie,2019,PG,101,Family,['US'],,tt9252508,5.2,23071.0
Tall Girl,Movie,2019,PG,101,Romance,['US'],,tt9252508,5.2,23071.0
The Trials of Gabriel Fernandez,TV Show,2020,TV-MA,55,Crime,['US'],1.0,tt11822998,8.1,10982.0
The Trials of Gabriel Fernandez,TV Show,2020,TV-MA,55,Documentation,['US'],1.0,tt11822998,8.1,10982.0
Monsoon,Movie,2020,,85,Drama,['GB'],,,,
Gameboys,TV Show,2020,TV-14,22,Drama,['PH'],2.0,tt12508898,8.5,1066.0
Gameboys,TV Show,2020,TV-14,22,Comedy,['PH'],2.0,tt12508898,8.5,1066.0
Gameboys,TV Show,2020,TV-14,22,Romance,['PH'],2.0,tt12508898,8.5,1066.0
High Flying Bird,Movie,2019,,90,Drama,['US'],,tt8128188,6.2,8514.0
High Flying Bird,Movie,2019,,90,Sport,['US'],,tt8128188,6.2,8514.0
Black Space,TV Show,2020,TV-MA,46,Crime,['IL'],2.0,tt13660638,6.7,1758.0
Black Space,TV Show,2020,TV-MA,46,Drama,['IL'],2.0,tt13660638,6.7,1758.0
Black Space,TV Show,2020,TV-MA,46,Thriller,['IL'],2.0,tt13660638,6.7,1758.0
